@relation SINE1
@attribute x real
@attribute y real
@attribute class {p,n}

@data
0.274,0.913,p
0.756,0.482,p
0.758,0.274,n
0.382,0.686,p
0.436,0.171,n
0.259,0.661,n
0.894,0.031,n
0.701,0.500,n
0.791,0.053,p
0.970,0.609,n
0.747,0.114,n
0.639,0.135,n
0.419,0.075,n
0.569,0.836,p
0.550,0.445,p
0.151,0.678,n
0.823,0.888,p
0.831,0.378,n
0.725,0.258,n
0.660,0.557,n
0.625,0.002,n
0.637,0.430,n
0.056,0.122,p
0.795,0.765,p
0.328,0.212,n
0.470,0.918,p
0.217,0.263,p
0.099,0.412,p
0.035,0.205,p
0.179,0.389,p
0.225,0.738,p
0.999,0.793,n
0.254,0.366,p
0.643,0.296,n
0.328,0.430,p
0.343,0.939,p
0.641,0.383,n
0.602,0.002,n
0.344,0.559,n
0.953,0.684,n
0.164,0.691,p
0.410,0.537,p
0.722,0.651,n
0.985,0.823,n
0.347,0.118,p
0.453,0.870,p
0.916,0.480,n
0.067,0.801,p
0.808,0.513,n
0.258,0.268,p
0.906,0.142,n
0.803,0.094,n
0.545,0.622,p
0.528,0.998,p
0.969,0.052,n
0.216,0.702,p
0.380,0.285,p
0.952,0.599,n
0.060,0.007,n
0.088,0.892,p
0.731,0.558,n
0.593,0.772,p
0.104,0.663,p
0.615,0.750,p
0.546,0.656,p
0.055,0.899,p
0.399,0.046,n
0.129,0.751,p
0.281,0.054,n
0.273,0.754,p
0.578,0.216,n
0.880,0.210,p
0.478,0.214,n
0.814,0.007,n
0.500,0.211,n
0.720,0.226,n
0.987,0.393,n
0.545,0.250,n
0.063,0.429,p
0.088,0.071,n
0.692,0.627,n
0.867,0.680,n
0.726,0.586,n
0.600,0.940,p
0.434,0.806,p
0.221,0.944,p
0.383,0.202,n
0.460,0.401,n
0.019,0.042,p
0.117,0.712,n
0.548,0.496,n
0.646,0.378,n
0.274,0.530,p
0.755,0.937,p
0.636,0.003,n
0.129,0.614,p
0.539,0.217,p
0.178,0.227,p
0.773,0.988,n
0.129,0.429,p
0.593,0.268,n
0.373,0.123,n
0.519,0.967,p
0.021,0.482,n
0.032,0.305,p
0.598,0.392,n
0.791,0.205,n
0.721,0.342,n
0.710,0.692,p
0.275,0.221,n
0.531,0.801,n
0.027,0.172,p
0.052,0.018,p
0.324,0.851,p
0.851,0.646,p
0.203,0.722,p
0.073,0.279,n
0.738,0.789,n
0.463,0.229,n
0.756,0.815,p
0.880,0.887,p
0.190,0.521,p
0.334,0.279,n
0.266,0.011,n
0.420,0.489,p
0.549,0.074,n
0.453,0.425,n
0.298,0.631,p
0.035,0.244,p
0.300,0.301,p
0.410,0.203,n
0.467,0.559,p
0.810,0.463,n
0.557,0.899,p
0.937,0.800,n
0.760,0.810,p
0.870,0.593,n
0.260,0.494,p
0.506,0.832,p
0.907,0.928,p
0.117,0.379,p
0.092,0.313,p
0.433,0.250,n
0.611,0.543,n
0.694,0.409,n
0.267,0.619,p
0.513,0.488,n
0.445,0.270,n
0.486,0.237,n
0.392,0.666,p
0.287,0.461,p
0.163,0.173,p
0.339,0.830,n
0.239,0.850,p
0.754,0.706,p
0.531,0.114,n
0.315,0.765,p
0.354,0.924,p
0.345,0.355,p
0.601,0.577,p
0.453,0.540,p
0.887,0.179,n
0.175,0.032,n
0.410,0.006,n
0.352,0.106,n
0.749,0.572,n
0.967,0.350,n
0.036,0.361,p
0.349,0.233,n
0.500,0.440,n
0.846,0.164,n
0.873,0.671,n
0.307,0.108,n
0.536,0.036,n
0.701,0.413,n
0.519,0.164,n
0.529,0.893,p
0.412,0.120,n
0.339,0.878,p
0.188,0.862,p
0.698,0.569,n
0.790,0.024,n
0.203,0.180,n
0.374,0.824,p
0.202,0.151,n
0.797,0.758,p
0.012,0.651,n
0.872,0.492,n
0.033,0.180,p
0.621,0.273,n
0.859,0.591,n
0.953,0.303,n
0.118,0.066,n
0.102,0.240,p
0.368,0.015,n
0.575,0.269,n
0.836,0.568,n
0.797,0.472,n
0.731,0.954,n
0.389,0.649,p
0.606,0.594,p
0.937,0.377,n
0.933,0.860,n
0.565,0.617,p
0.342,0.078,n
0.387,0.535,n
0.720,0.800,p
0.705,0.520,n
0.877,0.065,n
0.941,0.082,n
0.066,0.002,n
0.913,0.027,n
0.376,0.383,n
0.925,0.852,p
0.242,0.167,n
0.874,0.699,p
0.593,0.452,n
0.685,0.501,n
0.474,0.599,p
0.455,0.182,n
0.524,0.661,p
0.142,0.355,p
0.589,0.409,n
0.622,0.057,p
0.765,0.650,n
0.975,0.957,p
0.291,0.387,p
0.309,0.140,n
0.835,0.347,n
0.132,0.630,p
0.786,0.953,p
0.412,0.745,p
0.930,0.858,p
0.800,0.049,n
0.514,0.864,p
0.279,0.341,p
0.986,0.367,n
0.923,0.673,n
0.890,0.375,n
0.326,0.985,p
0.581,0.722,p
0.409,0.017,n
0.938,0.477,n
0.355,0.673,p
0.471,0.933,n
0.675,0.617,n
0.550,0.827,p
0.559,0.609,p
0.436,0.236,n
0.704,0.312,n
0.654,0.812,p
0.505,0.860,p
0.241,0.081,n
0.244,0.170,n
0.334,0.185,n
0.970,0.296,n
0.526,0.783,p
0.535,0.637,p
0.483,0.738,p
0.796,0.291,n
0.806,0.633,n
0.504,0.304,n
0.652,0.666,p
0.343,0.379,p
0.140,0.778,p
0.763,0.903,p
0.538,0.532,p
0.423,0.592,p
0.590,0.737,p
0.413,0.332,n
0.397,0.230,p
0.855,0.412,n
0.446,0.054,n
0.898,0.963,n
0.321,0.498,p
0.431,0.022,n
0.928,0.869,p
0.766,0.365,n
0.546,0.470,n
0.273,0.397,p
0.690,0.188,n
0.102,0.364,p
0.189,0.053,n
0.927,0.620,n
0.123,0.092,n
0.913,0.142,n
0.634,0.754,p
0.375,0.427,n
0.633,0.177,n
0.228,0.805,p
0.532,0.576,p
0.710,0.619,p
0.609,0.206,n
0.086,0.283,p
0.035,0.252,p
0.334,0.243,n
0.893,0.277,n
0.986,0.225,n
0.607,0.468,n
0.283,0.484,p
0.287,0.679,p
0.730,0.741,p
0.200,0.700,p
0.130,0.198,p
0.503,0.278,n
0.724,0.005,n
0.588,0.152,n
0.797,0.638,n
0.311,0.217,n
0.521,0.659,p
0.095,0.900,p
0.103,0.933,p
0.913,0.708,n
0.945,0.695,n
0.325,0.820,p
0.745,0.850,n
0.368,0.641,p
0.076,0.543,p
0.504,0.154,n
0.994,0.325,n
0.697,0.123,n
0.709,0.212,p
0.353,0.119,n
0.729,0.176,n
0.364,0.354,n
0.145,0.259,n
0.810,0.829,p
0.771,0.099,n
0.668,0.227,n
0.350,0.791,p
0.655,0.833,p
0.567,0.208,n
0.635,0.329,p
0.932,0.493,n
0.685,0.595,n
0.770,0.619,n
0.374,0.262,n
0.001,0.014,n
0.037,0.847,p
0.976,0.761,n
0.190,0.780,p
0.791,0.595,n
0.414,0.308,p
0.101,0.439,p
0.693,0.556,n
0.601,0.017,n
0.507,0.693,p
0.592,0.866,p
0.959,0.354,n
0.848,0.330,n
0.985,0.668,n
0.117,0.955,p
0.266,0.944,p
0.979,0.662,n
0.361,0.436,p
0.239,0.984,p
0.797,0.412,p
0.088,0.525,p
0.181,0.092,n
0.874,0.546,n
0.211,0.621,p
0.145,0.067,n
0.001,0.788,n
0.153,0.590,p
0.533,0.729,p
0.312,0.670,p
0.113,0.029,n
0.820,0.449,n
0.612,0.631,p
0.900,0.597,n
0.832,0.901,p
0.905,0.242,n
0.895,0.368,n
0.860,0.307,n
0.862,0.660,p
0.310,0.015,n
0.418,0.533,p
0.768,0.919,p
0.854,0.573,n
0.527,0.627,p
0.721,0.753,p
0.525,0.291,n
0.843,0.669,n
0.148,0.791,p
0.197,0.269,p
0.583,0.267,n
0.875,0.561,p
0.737,0.610,n
0.203,0.779,n
0.148,0.929,n
0.999,0.151,n
0.031,0.365,p
0.659,0.372,n
0.349,0.503,n
0.133,0.301,n
0.776,0.011,n
0.823,0.598,n
0.919,0.830,p
0.844,0.310,n
0.147,0.276,p
0.413,0.363,n
0.068,0.253,p
0.956,0.930,p
0.918,0.997,p
0.513,0.411,n
0.762,0.334,n
0.862,0.238,n
0.720,0.584,n
0.821,0.960,p
0.975,0.423,n
0.846,0.033,p
0.992,0.150,p
0.701,0.700,p
0.491,0.828,p
0.560,0.104,n
0.186,0.982,p
0.521,0.348,n
0.017,0.310,p
0.820,0.699,n
0.399,0.191,n
0.836,0.853,p
0.498,0.854,p
0.033,0.747,p
0.950,0.426,n
0.876,0.039,p
0.002,0.422,p
0.507,0.763,n
0.848,0.286,n
0.814,0.782,p
0.392,0.199,n
0.800,0.499,n
0.583,0.649,p
0.671,0.492,p
0.538,0.996,p
0.794,0.688,n
0.741,0.092,n
0.979,0.447,n
0.337,0.488,p
0.908,0.389,n
0.038,0.647,p
0.610,0.447,n
0.482,0.256,n
0.224,0.918,p
0.396,0.599,p
0.454,0.968,p
0.222,0.268,n
0.750,0.149,n
0.738,0.228,n
0.948,0.786,n
0.748,0.968,p
0.892,0.847,p
0.104,0.237,n
0.539,0.529,p
0.927,0.573,n
0.574,0.385,n
0.820,0.596,n
0.233,0.954,p
0.463,0.188,n
0.312,0.403,p
0.751,0.234,n
0.554,0.250,n
0.531,0.183,n
0.641,0.682,p
0.942,0.610,n
0.106,0.153,n
0.627,0.762,p
0.083,0.492,p
0.465,0.079,n
0.358,0.613,p
0.607,0.538,n
0.402,0.745,p
0.735,0.234,n
0.732,0.410,n
0.483,0.075,p
0.849,0.034,n
0.218,0.408,p
0.691,0.126,n
0.841,0.835,p
0.967,0.508,n
0.712,0.040,n
0.451,0.495,p
0.397,0.132,n
0.853,0.042,n
0.723,0.678,p
0.610,0.999,p
0.900,0.086,n
0.231,0.611,p
0.521,0.200,n
0.380,0.862,p
0.713,0.229,n
0.610,0.067,n
0.686,0.017,n
0.349,0.380,n
0.149,0.453,p
0.279,0.090,n
0.879,0.894,p
0.721,0.002,n
0.786,0.018,n
0.761,0.920,p
0.128,0.434,p
0.127,0.635,p
0.616,0.760,p
0.277,0.997,p
0.515,0.416,n
0.369,0.470,p
0.513,0.083,n
0.658,0.566,n
0.774,0.812,p
0.845,0.976,p
0.877,0.917,p
0.031,0.604,p
0.603,0.849,p
0.945,0.141,n
0.101,0.819,p
0.205,0.094,n
0.901,0.306,n
0.857,0.945,p
0.497,0.671,p
0.096,0.754,p
0.896,0.660,n
0.089,0.271,p
0.263,0.427,p
0.100,0.143,p
0.327,0.948,p
0.247,0.093,p
0.365,0.926,p
0.660,0.576,n
0.351,0.190,n
0.424,0.239,n
0.671,0.623,p
0.341,0.254,p
0.962,0.876,p
0.874,0.918,p
0.449,0.218,n
0.061,0.533,p
0.043,0.530,p
0.556,0.570,p
0.559,0.085,n
0.315,0.030,n
0.625,0.312,n
0.419,0.659,p
0.861,0.509,n
0.333,0.208,n
0.756,0.837,p
0.294,0.172,n
0.625,0.441,n
0.620,0.038,p
0.163,0.635,p
0.710,0.304,n
0.031,0.725,p
0.970,0.636,p
0.886,0.981,p
0.135,0.471,p
0.516,0.827,p
0.603,0.663,n
0.242,0.203,n
0.064,0.094,p
0.488,0.672,p
0.543,0.348,n
0.568,0.063,n
0.238,0.094,n
0.618,0.481,n
0.011,0.022,p
0.172,0.254,p
0.472,0.898,p
0.316,0.692,p
0.957,0.606,n
0.836,0.465,n
0.412,0.032,n
0.025,0.150,p
0.148,0.487,p
0.801,0.555,n
0.550,0.190,n
0.421,0.677,p
0.812,0.976,n
0.964,0.151,n
0.016,0.292,p
0.136,0.183,p
0.466,0.824,p
0.160,0.646,p
0.731,0.113,n
0.728,0.628,n
0.780,0.696,n
0.842,0.645,n
0.127,0.479,p
0.435,0.988,p
0.921,0.558,p
0.190,0.395,p
0.330,0.830,p
0.805,0.100,n
0.263,0.502,p
0.971,0.325,n
0.029,0.580,p
0.746,0.476,n
0.600,0.277,p
0.328,0.058,n
0.564,0.992,p
0.584,0.969,p
0.670,0.326,n
0.057,0.393,p
0.976,0.209,n
0.303,0.413,p
0.441,0.203,p
0.527,0.330,n
0.906,0.206,n
0.803,0.710,n
0.892,0.412,n
0.366,0.473,n
0.080,0.915,p
0.974,0.041,n
0.499,0.202,n
0.207,0.699,p
0.523,0.123,n
0.610,0.233,n
0.896,0.017,n
0.589,0.379,n
0.379,0.360,n
0.783,0.117,n
0.051,0.082,p
0.377,0.420,p
0.676,0.914,p
0.922,0.336,n
0.590,0.023,n
0.673,0.345,n
0.185,0.635,p
0.236,0.037,n
0.675,0.505,n
0.204,0.080,n
0.449,0.376,n
0.806,0.159,n
0.741,0.687,p
0.998,0.046,n
0.522,0.008,n
0.483,0.202,n
0.459,0.261,n
0.650,0.140,p
0.086,0.750,p
0.275,0.754,p
0.581,0.476,p
0.360,0.147,n
0.090,0.468,p
0.225,0.204,n
0.293,0.288,n
0.112,0.749,p
0.394,0.006,n
0.486,0.997,p
0.940,0.192,n
0.352,0.807,p
0.954,0.066,n
0.585,0.112,n
0.487,0.473,p
0.903,0.026,n
0.904,0.788,p
0.780,0.444,n
0.770,0.214,n
0.008,0.602,p
0.503,0.936,p
0.506,0.741,p
0.533,0.123,n
0.093,0.667,p
0.699,0.095,n
0.455,0.056,n
0.214,0.574,p
0.609,0.184,n
0.640,0.588,n
0.637,0.475,n
0.426,0.225,n
0.431,0.374,n
0.852,0.289,n
0.995,0.445,n
0.610,0.011,n
0.860,0.718,n
0.512,0.782,p
0.441,0.426,n
0.596,0.660,p
0.554,0.258,n
0.979,0.987,p
0.574,0.233,p
0.859,0.997,p
0.500,0.538,p
0.766,0.126,n
0.332,0.781,p
0.474,0.314,n
0.504,0.197,n
0.426,0.111,n
0.509,0.528,p
0.473,0.240,n
0.309,0.828,p
0.461,0.752,p
0.209,0.920,p
0.247,0.337,n
0.585,0.833,p
0.473,0.473,p
0.790,0.401,n
0.099,0.665,p
0.924,0.282,n
0.608,0.440,n
0.109,0.770,p
0.994,0.898,p
0.366,0.516,p
0.074,0.732,p
0.692,0.474,n
0.891,0.001,n
0.814,0.401,n
0.974,0.036,n
0.954,0.910,n
0.565,0.918,n
0.106,0.735,p
0.883,0.980,p
0.500,0.895,p
0.428,0.498,n
0.486,0.288,n
0.377,0.453,p
0.572,0.608,n
0.499,0.660,p
0.780,0.227,n
0.751,0.110,n
0.340,0.135,n
0.053,0.892,p
0.398,0.682,p
0.752,0.408,n
0.078,0.824,p
0.502,0.149,n
0.651,0.947,p
0.149,0.147,n
0.319,0.900,p
0.602,0.338,n
0.713,0.891,p
0.753,0.114,n
0.556,0.429,n
0.961,0.069,n
0.543,0.378,n
0.357,0.558,p
0.550,0.215,n
0.030,0.049,p
0.116,0.758,p
0.315,0.668,p
0.812,0.989,p
0.204,0.160,n
0.199,0.183,n
0.941,0.619,n
0.169,0.281,p
0.333,0.444,p
0.824,0.179,n
0.892,0.021,n
0.721,0.392,n
0.136,0.670,p
0.682,0.469,n
0.900,0.755,n
0.946,0.473,n
0.375,0.877,p
0.829,0.017,n
0.396,0.707,p
0.808,0.504,n
0.173,0.647,p
0.432,0.451,p
0.188,0.157,n
0.515,0.760,p
0.233,0.986,p
0.629,0.248,n
0.784,0.855,p
0.909,0.362,p
0.278,0.013,n
0.908,0.608,n
0.839,0.144,n
0.672,0.190,n
0.342,0.570,p
0.768,0.538,n
0.137,0.508,p
0.781,0.870,p
0.915,0.047,n
0.979,0.483,n
0.820,0.535,n
0.895,0.577,n
0.200,0.775,p
0.580,0.834,p
0.019,0.226,p
0.469,0.967,p
0.931,0.627,n
0.883,0.368,n
0.177,0.877,p
0.179,0.636,p
0.936,0.657,n
0.844,0.662,n
0.102,0.043,n
0.768,0.145,n
0.997,0.403,p
0.739,0.896,p
0.001,0.383,p
0.711,0.016,n
0.382,0.867,p
0.688,0.070,n
0.681,0.368,n
0.660,0.814,p
0.777,0.276,n
0.648,0.210,n
0.197,0.323,p
0.911,0.787,n
0.215,0.684,p
0.100,0.277,p
0.585,0.778,p
0.529,0.335,n
0.676,0.109,n
0.391,0.794,p
0.435,0.973,p
0.122,0.060,n
0.513,0.010,n
0.961,0.327,n
0.604,0.046,n
0.596,0.273,n
0.541,0.137,n
0.959,0.849,p
0.141,0.942,p
0.704,0.540,n
0.517,0.246,n
0.914,0.132,n
0.953,0.654,n
0.979,0.227,n
0.404,0.244,n
0.564,0.095,n
0.171,0.473,p
0.789,0.112,n
0.632,0.580,n
0.475,0.639,p
0.435,0.381,n
0.338,0.838,p
0.177,0.578,p
0.121,0.824,p
0.191,0.224,p
0.859,0.507,n
0.995,0.012,n
0.818,0.825,p
0.243,0.096,n
0.778,0.928,p
0.907,0.626,n
0.398,0.152,n
0.230,0.100,n
0.849,0.847,p
0.354,0.020,n
0.129,0.521,n
0.717,0.410,n
0.531,0.083,n
0.244,0.222,n
0.343,0.882,p
0.463,0.151,n
0.096,0.740,p
0.414,0.369,n
0.236,0.429,p
0.069,0.694,p
0.603,0.160,n
0.120,0.125,p
0.528,0.970,p
0.297,0.701,p
0.790,0.191,n
0.550,0.524,p
0.620,0.616,p
0.847,0.333,n
0.359,0.986,p
0.205,0.320,p
0.857,0.530,n
0.374,0.551,p
0.471,0.621,p
0.535,0.661,p
0.535,0.356,n
0.109,0.823,p
0.760,0.734,p
0.216,0.344,p
0.019,0.917,p
0.378,0.796,p
0.295,0.570,n
0.322,0.624,p
0.662,0.254,n
0.017,0.253,p
0.596,0.841,p
0.731,0.609,n
0.058,0.785,p
0.940,0.091,n
0.834,0.904,p
0.442,0.986,p
0.786,0.184,n
0.082,0.697,p
0.932,0.381,n
0.932,0.958,p
0.284,0.828,n
0.823,0.322,n
0.794,0.180,n
0.836,0.520,n
0.848,0.727,n
0.172,0.761,p
0.837,0.574,n
0.688,0.024,n
0.041,0.988,p
0.180,0.907,n
0.690,0.677,p
0.078,0.961,n
0.082,0.170,p
0.608,0.473,n
0.886,0.003,n
0.834,0.443,n
0.341,0.074,n
0.822,0.014,n
0.058,0.420,p
0.333,0.140,n
0.522,0.138,n
0.969,0.469,n
0.910,0.583,n
0.998,0.458,p
0.613,0.344,p
0.830,0.585,n
0.068,0.274,p
0.982,0.718,n
0.730,0.909,p
0.840,0.291,n
0.158,0.461,p
0.507,0.392,n
0.989,0.161,n
0.604,0.891,p
0.668,0.303,n
0.239,0.594,p
0.161,0.562,p
0.903,0.566,n
0.147,0.973,p
0.082,0.235,p
0.905,0.859,n
0.803,0.888,p
0.515,0.541,p
0.038,0.586,p
0.008,0.779,p
0.806,0.450,n
0.885,0.382,n
0.776,0.297,n
0.772,0.208,n
0.951,0.362,n
0.238,0.110,n
0.325,0.681,p
0.888,0.173,n
0.157,0.485,p
0.426,0.422,p
0.586,0.590,p
0.142,0.802,p
0.826,0.868,p
0.097,0.875,p
0.568,0.296,n
0.251,0.805,p
0.774,0.430,n
0.572,0.177,n
0.605,0.988,p
0.297,0.488,n
0.299,0.326,p
0.014,0.907,p
0.310,0.981,p
0.300,0.635,p
0.629,0.030,n
0.559,0.197,n
0.186,0.701,p
0.150,0.948,p
0.506,0.197,n
0.423,0.033,n
0.913,0.038,n
0.919,0.403,n
0.563,0.969,p
0.801,0.417,n
0.822,0.832,n
0.957,0.027,n
0.301,0.052,n
0.570,0.333,n
0.116,0.702,p
0.548,0.980,p
0.538,0.583,p
0.879,0.969,n
0.990,0.841,p
0.699,0.035,n
0.505,0.741,p
0.202,0.027,n
0.969,0.929,p
0.876,0.999,p
0.362,0.712,p
0.272,0.366,p
0.434,0.089,n
0.901,0.698,n
0.464,0.288,n
0.996,0.660,n
0.147,0.894,p
0.535,0.502,p
0.676,0.377,n
0.171,0.396,p
0.063,0.665,n
0.754,0.567,n
0.735,0.528,n
0.278,0.795,p
0.889,0.072,n
0.047,0.067,p
0.283,0.633,p
0.033,0.458,p
0.285,0.870,p
0.385,0.404,p
0.913,0.624,n
0.715,0.361,p
0.800,0.341,n
0.535,0.565,p
0.452,0.994,p
0.442,0.107,n
0.885,0.147,n
1.000,0.359,n
0.918,0.280,p
0.982,0.362,n
0.131,0.670,p
0.923,0.665,n
0.323,0.343,p
0.483,0.645,p
0.307,0.184,n
0.721,0.139,n
0.886,0.393,n
0.691,0.523,n
0.264,0.051,n
0.324,0.691,p
0.396,0.412,p
0.939,0.476,p
0.680,0.046,p
0.970,0.005,n
0.397,0.013,n
0.854,0.459,n
0.830,0.567,n
0.106,0.934,p
0.144,0.769,p
0.276,0.176,n
0.126,0.338,n
0.719,0.131,p
0.876,0.677,n
0.751,0.087,n
0.373,0.845,p
0.858,0.063,n
0.581,0.099,p
0.888,0.334,n
0.190,0.309,p
0.943,0.827,n
0.625,0.828,p
0.429,0.219,n
0.436,0.620,p
0.531,0.383,n
0.231,0.655,n
0.056,0.587,p
0.716,0.292,p
0.961,0.772,n
0.333,0.564,n
0.831,0.271,n
0.135,0.960,p
0.391,0.889,n
0.571,0.407,p
0.648,0.020,p
0.917,0.219,n
0.626,0.878,p
0.154,0.037,p
0.990,0.743,p
0.044,0.823,n
0.911,0.090,n
0.978,0.300,p
0.899,0.491,p
0.408,0.421,n
0.831,0.607,p
0.936,0.239,n
0.863,0.422,n
0.104,0.929,p
0.773,0.279,n
0.839,0.338,p
0.719,0.420,n
0.227,0.266,n
0.957,0.971,n
0.390,0.544,n
0.547,0.061,p
0.175,0.979,n
0.317,0.826,n
0.726,0.276,p
0.059,0.821,p
0.257,0.171,p
0.730,0.669,n
0.798,0.454,p
0.828,0.509,p
0.856,0.214,p
0.452,0.064,p
0.175,0.212,n
0.171,0.045,p
0.765,0.002,p
0.317,0.317,n
0.351,0.697,n
0.664,0.455,p
0.570,0.687,n
0.491,0.595,p
0.214,0.452,n
0.914,0.844,p
0.255,0.946,p
0.430,0.847,n
0.689,0.672,n
0.883,0.712,p
0.655,0.536,p
0.008,0.281,n
0.495,0.840,p
0.827,0.443,p
0.783,0.083,p
0.678,0.623,p
0.656,0.924,n
0.284,0.188,p
0.553,0.595,n
0.843,0.335,p
0.980,0.664,p
0.995,0.363,n
0.854,0.426,p
0.890,0.213,p
0.685,0.991,n
0.505,0.747,n
0.580,0.672,n
0.546,0.944,p
0.719,0.028,p
0.990,0.571,p
0.784,0.130,p
0.447,0.487,n
0.835,0.360,p
0.137,0.328,n
0.226,0.370,n
0.494,0.331,p
0.658,0.339,p
0.741,0.029,p
0.034,0.518,n
0.655,0.896,n
0.792,0.519,p
0.782,0.060,n
0.419,0.874,n
0.758,0.703,n
0.207,0.477,n
0.679,0.567,p
0.369,0.939,n
0.192,0.086,p
0.210,0.695,n
0.763,0.249,p
0.611,0.631,p
0.992,0.091,n
0.329,0.275,p
0.950,0.467,p
0.742,0.626,p
0.999,0.998,n
0.807,0.293,p
0.631,0.261,n
0.039,0.506,n
0.851,0.813,n
0.876,0.733,p
0.960,0.862,n
0.698,0.377,p
0.864,0.233,n
0.056,0.844,n
0.050,0.273,n
0.728,0.185,p
0.617,0.505,p
0.631,0.568,p
0.939,0.380,p
0.609,0.142,p
0.274,0.226,n
0.898,0.828,n
0.688,0.450,p
0.777,0.506,n
0.254,0.156,p
0.686,0.516,p
0.556,0.358,p
0.913,0.642,p
0.863,0.269,p
0.603,0.604,n
0.108,0.265,n
0.024,0.296,n
0.291,0.415,n
0.361,0.933,n
0.357,0.764,n
0.991,0.201,p
0.200,0.131,p
0.584,0.745,n
0.867,0.433,p
0.034,0.133,n
0.102,0.158,n
0.949,0.443,p
0.030,0.318,n
0.977,0.296,p
0.015,0.812,n
0.471,0.190,p
0.339,0.959,n
0.818,0.778,n
0.289,0.960,n
0.855,0.356,p
0.204,0.521,n
0.905,0.235,p
0.367,0.692,n
0.648,0.498,p
0.756,0.466,p
0.325,0.056,p
0.612,0.896,n
0.926,0.963,n
0.239,0.373,n
0.934,0.071,p
0.309,0.568,n
0.796,0.645,p
0.520,0.288,p
0.086,0.192,n
0.687,0.217,p
0.454,0.258,p
0.716,0.601,p
0.843,0.218,p
0.056,0.647,n
0.422,0.052,p
0.803,0.279,n
0.245,0.500,n
0.596,0.352,p
0.148,0.859,n
0.040,0.015,p
0.602,0.272,n
0.645,0.337,p
0.295,0.660,p
0.341,0.426,n
0.104,0.933,n
0.307,0.782,n
0.787,0.527,p
0.085,0.925,n
0.960,0.070,p
0.167,0.235,n
0.216,0.080,p
0.627,0.352,p
0.701,0.643,n
0.805,0.403,p
0.501,0.818,n
0.503,0.863,n
0.557,0.538,n
0.189,0.230,n
0.968,0.089,p
0.882,0.972,p
0.906,0.149,n
0.226,0.095,p
0.555,0.107,p
0.620,0.100,n
0.174,0.189,p
0.795,0.737,n
0.797,0.792,n
0.997,0.875,n
0.585,0.600,n
0.450,0.946,p
0.302,0.631,n
0.562,0.376,p
0.590,0.378,p
0.810,0.112,p
0.010,0.906,n
0.815,0.369,p
0.832,0.501,p
0.830,0.500,p
0.944,0.298,p
0.915,0.513,p
0.840,0.880,n
0.493,0.704,n
0.833,0.134,n
0.355,0.602,n
0.689,0.467,p
0.114,0.260,n
0.775,0.229,p
0.049,0.071,n
0.393,0.406,n
0.357,0.698,n
0.478,0.035,n
0.940,0.091,p
0.752,0.301,p
0.055,0.174,n
0.047,0.033,p
0.936,0.772,n
0.462,0.554,n
0.911,0.977,n
0.511,0.174,p
0.421,0.264,p
0.755,0.482,p
0.642,0.729,n
0.152,0.113,p
0.921,0.750,p
0.866,0.042,p
0.665,0.656,n
0.633,0.484,p
0.161,0.606,n
0.920,0.364,p
0.454,0.576,n
0.855,0.652,p
0.204,0.786,n
0.975,0.912,n
0.927,0.748,n
0.870,0.481,p
0.687,0.828,n
0.787,0.569,p
0.756,0.188,p
0.337,0.815,n
0.514,0.628,n
0.738,0.051,p
0.823,0.636,p
0.667,0.141,p
0.593,0.103,n
0.404,0.168,p
0.137,0.693,n
0.828,0.462,p
0.326,0.689,n
0.361,0.449,n
0.331,0.286,p
0.387,0.785,n
0.552,0.190,p
0.310,0.062,n
0.521,0.351,p
0.779,0.209,p
0.253,0.212,p
0.667,0.316,p
0.078,0.890,n
0.652,0.915,n
0.168,0.159,p
0.674,0.775,n
0.763,0.466,p
0.028,0.747,p
0.093,0.092,p
0.879,0.214,p
0.128,0.010,p
0.828,0.778,n
0.879,0.682,p
0.634,0.283,p
0.811,0.249,n
0.460,0.488,n
0.195,0.404,n
0.660,0.708,n
0.552,0.076,p
0.744,0.161,p
0.571,0.134,p
0.103,0.729,n
0.670,0.163,p
0.040,0.415,n
0.251,0.728,n
0.345,0.885,n
0.221,0.518,n
0.645,0.360,p
0.648,0.676,p
0.915,0.751,p
0.387,0.325,p
0.858,0.130,p
0.019,0.798,n
0.497,0.370,p
0.096,0.343,p
0.298,0.068,p
0.456,0.059,p
0.573,0.191,n
0.437,0.499,n
0.019,0.966,n
0.828,0.135,p
0.785,0.077,p
0.439,0.271,p
0.396,0.139,p
0.296,0.648,n
0.965,0.174,p
0.434,0.080,p
0.282,0.997,n
0.709,0.886,n
0.388,0.383,p
0.955,0.371,p
0.149,0.439,n
0.339,0.504,n
0.728,0.159,p
0.111,0.916,n
0.956,0.481,p
0.576,0.194,n
0.392,0.356,p
0.701,0.616,p
0.659,0.402,p
0.802,0.950,n
0.160,0.716,n
0.814,0.529,n
0.105,0.088,n
0.390,0.364,p
0.540,0.296,p
0.477,0.054,p
0.554,0.464,p
0.815,0.517,p
0.567,0.369,p
0.466,0.513,n
0.697,0.710,n
0.940,0.437,p
0.521,0.444,p
0.783,0.509,p
0.634,0.237,n
0.059,0.091,p
0.355,0.484,n
0.096,0.354,n
0.936,0.680,n
0.630,0.100,n
0.654,0.463,p
0.907,0.095,p
0.213,0.292,n
0.575,0.199,p
0.176,0.755,n
0.411,0.637,n
0.605,0.025,p
0.615,0.818,n
0.287,0.949,n
0.144,0.527,p
